po_id,supplier_id,branch_id,order_date,expected_delivery_date,received_date,po_status,total_cost,total_gst_amount,grand_total
PO-517616,SUP0006,HYD001,6/19/2019,6/29/2019,6/29/2019,Received,4031880.09,1086003.81,5117883.9
PO-531956,SUP0005,CHN001,7/14/2023,8/11/2023,8/11/2023,Received,623066.01,174458.4828,797524.4928
PO-727165,SUP0005,PUN001,5/9/2019,6/6/2019,,Cancelled,30036812.31,8348281.391,38385093.7
PO-651081,SUP0006,CHN001,2/11/2021,2/21/2021,2/21/2021,Received,1828479.72,485044.7976,2313524.518
PO-742767,SUP0007,CHN001,6/18/2022,6/30/2022,7/3/2022,Received,11584449.34,3079678.413,14664127.75
PO-907766,SUP0001,AHM001,5/20/2019,6/8/2019,6/8/2019,Received,330423.24,92518.5072,422941.7472
PO-615893,SUP0007,PUN001,6/5/2021,6/17/2021,6/17/2021,Received,3340792.47,935421.8916,4276214.362
PO-747580,SUP0006,CHN001,7/5/2020,7/15/2020,,Cancelled,17291149.29,4823902.389,22115051.68
PO-785351,SUP0008,CHN001,4/4/2022,4/30/2022,4/30/2022,Received,465789.69,130421.1132,596210.8032
PO-735453,SUP0002,CHN001,10/14/2020,10/24/2020,10/24/2020,Received,25678821.65,7167157.27,32845978.92
PO-553914,SUP0005,AHM001,3/16/2024,4/13/2024,4/14/2024,Received,6777703.69,1867883.908,8645587.598
PO-115871,SUP0008,PUN001,10/19/2022,11/14/2022,11/14/2022,Received,11656524.52,3130725.67,14787250.19
PO-135301,SUP0004,KOL001,7/30/2020,8/17/2020,8/17/2020,Received,1465856.92,410439.9376,1876296.858
PO-484569,SUP0007,DEL001,3/20/2022,4/1/2022,,Cancelled,8510830.36,2373400.571,10884230.93
PO-815072,SUP0007,AHM001,3/18/2020,3/30/2020,3/30/2020,Received,8205279.04,2220828.478,10426107.52
PO-557724,SUP0005,KOL001,11/15/2023,12/13/2023,12/13/2023,Received,17183487.46,4631199.443,21814686.9
PO-681582,SUP0004,DEL001,7/16/2022,8/3/2022,8/3/2022,Received,14397420.46,3975337.202,18372757.66
PO-940693,SUP0001,PUN001,8/28/2023,9/16/2023,9/16/2023,Received,17645422.04,4940718.171,22586140.21
PO-285054,SUP0005,PUN001,5/6/2022,6/3/2022,6/3/2022,Received,866690.4,242673.312,1109363.712
PO-133673,SUP0007,DEL001,6/16/2024,6/28/2024,6/28/2024,Received,8139379.93,2257900.529,10397280.46
PO-281256,SUP0007,HYD001,3/28/2021,4/9/2021,4/9/2021,Received,10352274.48,2738373.683,13090648.16
PO-194572,SUP0002,CHN001,8/9/2021,8/19/2021,8/19/2021,Received,26082774.86,7243408.533,33326183.39
PO-913718,SUP0001,DEL001,6/30/2019,7/19/2019,,Cancelled,36404818.11,10159880.07,46564698.18
PO-185684,SUP0002,PUN001,1/23/2022,2/2/2022,,Cancelled,2879487.87,750742.3976,3630230.268
PO-282926,SUP0002,HYD001,10/27/2019,11/6/2019,11/8/2019,Received,18482202.26,5068472.045,23550674.3
PO-123941,SUP0002,KOL001,6/10/2024,6/20/2024,6/20/2024,Received,45271882.71,12642342.28,57914224.99
PO-396301,SUP0006,DEL001,3/14/2024,3/24/2024,3/24/2024,Received,32374273.79,9064796.661,41439070.45
PO-571675,SUP0004,AHM001,2/27/2020,3/16/2020,3/16/2020,Received,29426969.96,8041630.311,37468600.27
PO-928725,SUP0001,PUN001,11/1/2023,11/20/2023,11/25/2023,Received,2171020.06,596404.9068,2767424.967
PO-864874,SUP0006,PUN001,5/10/2021,5/20/2021,5/20/2021,Received,7546733.03,2042522.94,9589255.97
PO-281619,SUP0006,KOL001,5/6/2022,5/16/2022,5/16/2022,Received,10624492.27,2823225.579,13447717.85
PO-152113,SUP0002,AHM001,11/2/2024,11/12/2024,11/12/2024,Received,8688042.19,2209486.944,10897529.13
PO-235190,SUP0008,DEL001,5/10/2024,6/5/2024,6/5/2024,Received,15434531.5,4187269.715,19621801.22
PO-264152,SUP0004,KOL001,10/5/2019,10/23/2019,10/21/2019,Received,17736118.59,4764322.297,22500440.89
PO-834019,SUP0003,DEL001,9/30/2024,10/16/2024,10/16/2024,Received,10851191.24,2965839.298,13817030.54
PO-161854,SUP0006,CHN001,7/12/2022,7/22/2022,,Cancelled,6064855.19,1640854.779,7705709.969
PO-481312,SUP0004,PUN001,2/29/2024,3/18/2024,3/21/2024,Received,53789229.29,15004492.73,68793722.02
PO-293070,SUP0004,HYD001,10/15/2023,11/2/2023,11/6/2023,Received,29478813.1,8154300.84,37633113.94
PO-861676,SUP0004,PUN001,4/5/2020,4/23/2020,4/27/2020,Received,985880.7,274805.406,1260686.106
PO-668269,SUP0008,HYD001,8/31/2020,9/26/2020,9/24/2020,Received,14521868.22,3965836.189,18487704.41
PO-698616,SUP0007,KOL001,1/25/2020,2/6/2020,2/6/2020,Received,1708388.74,377291.6532,2085680.393
PO-645934,SUP0004,AHM001,9/1/2021,9/19/2021,9/19/2021,Received,12169570.43,3407479.72,15577050.15
PO-286358,SUP0003,AHM001,1/12/2019,1/28/2019,2/4/2019,Received,19060880.86,5318797.179,24379678.04
PO-332023,SUP0006,DEL001,7/29/2023,8/8/2023,8/8/2023,Received,13052726.96,3496009.351,16548736.31
PO-199017,SUP0001,CHN001,2/3/2023,2/22/2023,2/22/2023,Received,20136548.17,5632916.66,25769464.83
PO-414751,SUP0002,CHN001,7/25/2021,8/4/2021,8/4/2021,Received,19631156.38,5468144.963,25099301.34
PO-203856,SUP0004,HYD001,1/1/2021,1/19/2021,1/19/2021,Received,33276426.09,9084595.124,42361021.21
PO-938465,SUP0008,DEL001,5/19/2023,6/14/2023,6/19/2023,Received,19211720.91,5077423.769,24289144.68
PO-973463,SUP0002,KOL001,4/7/2022,4/17/2022,4/17/2022,Received,9794058.42,2715024.025,12509082.44
PO-855339,SUP0001,HYD001,8/27/2024,9/15/2024,9/15/2024,Received,12917818.9,3480944.872,16398763.77
PO-363961,SUP0007,AHM001,5/22/2024,6/3/2024,6/3/2024,Received,731578.15,196523.002,928101.152
PO-804845,SUP0004,AHM001,11/27/2021,12/15/2021,12/15/2021,Received,5734722.45,1605722.286,7340444.736
PO-534848,SUP0001,AHM001,7/29/2024,8/17/2024,,Cancelled,1308210.75,235477.935,1543688.685
PO-359770,SUP0002,DEL001,4/18/2024,4/28/2024,4/28/2024,Received,14698563.29,3981661.068,18680224.36
PO-719228,SUP0004,CHN001,6/6/2020,6/24/2020,6/24/2020,Received,8826994.71,2190803.253,11017797.96
PO-904244,SUP0005,PUN001,3/6/2021,4/3/2021,4/3/2021,Received,22518677,6085588.472,28604265.47
PO-355426,SUP0005,PUN001,10/9/2020,11/6/2020,,Cancelled,38522608.48,10698566.68,49221175.16
PO-339502,SUP0001,HYD001,8/21/2023,9/9/2023,,Cancelled,15978518.34,4181155.227,20159673.57
PO-501002,SUP0006,CHN001,8/26/2020,9/5/2020,9/5/2020,Received,39568961.52,10930110.17,50499071.69
PO-150068,SUP0007,DEL001,9/5/2019,9/17/2019,9/17/2019,Received,30154549.12,8434579.154,38589128.27
PO-764664,SUP0002,KOL001,10/31/2019,11/10/2019,11/10/2019,Received,20948712.73,5784124.836,26732837.57
PO-925878,SUP0001,KOL001,7/30/2021,8/18/2021,8/20/2021,Received,29352286.51,7797258.945,37149545.45
PO-377712,SUP0005,CHN001,6/28/2024,7/26/2024,,Cancelled,5423458.44,1518568.363,6942026.803
PO-468797,SUP0002,AHM001,12/21/2024,12/31/2024,12/31/2024,Received,4201965.64,1053527.898,5255493.538
PO-288098,SUP0007,AHM001,6/16/2020,6/28/2020,6/28/2020,Received,23363981.4,5949073.741,29313055.14
PO-296725,SUP0008,HYD001,8/3/2020,8/29/2020,8/29/2020,Received,32356043.32,8974240.79,41330284.11
PO-871574,SUP0006,AHM001,12/14/2022,12/24/2022,12/29/2022,Received,2048662.52,573625.5056,2622288.026
PO-171502,SUP0003,AHM001,3/6/2023,3/22/2023,3/22/2023,Received,5844581.24,1586592.601,7431173.841
PO-470805,SUP0007,CHN001,11/24/2023,12/6/2023,12/6/2023,Received,5328067.55,1491858.914,6819926.464
PO-414139,SUP0006,HYD001,4/3/2020,4/13/2020,4/13/2020,Received,5090626.52,1425375.426,6516001.946
PO-558043,SUP0008,DEL001,1/3/2022,1/29/2022,1/29/2022,Received,36331277.06,10159961.66,46491238.72
PO-716134,SUP0002,AHM001,2/23/2020,3/4/2020,,Cancelled,1451795.06,394631.2488,1846426.309
PO-129580,SUP0004,AHM001,9/7/2022,9/25/2022,9/25/2022,Received,8315360.48,2188761.092,10504121.57
PO-764765,SUP0001,CHN001,3/3/2022,3/22/2022,3/19/2022,Received,34123908.01,9365889.516,43489797.53
PO-578798,SUP0002,AHM001,2/19/2023,3/1/2023,3/1/2023,Received,2055935.54,533104.7992,2589040.339
PO-242063,SUP0007,HYD001,6/1/2024,6/13/2024,6/13/2024,Received,3922899.44,985735.9482,4908635.388
PO-220352,SUP0004,PUN001,9/21/2021,10/9/2021,,Cancelled,9891863.15,2717620.1,12609483.25
PO-363832,SUP0004,KOL001,10/7/2019,10/25/2019,10/25/2019,Received,36075632.75,9977015.771,46052648.52
PO-290825,SUP0001,HYD001,1/25/2023,2/13/2023,2/13/2023,Received,26290606.48,7137049.558,33427656.04
PO-692759,SUP0004,DEL001,12/20/2024,1/7/2025,1/7/2025,Received,42990799.41,11989617.09,54980416.5
PO-716672,SUP0008,CHN001,11/19/2024,12/15/2024,12/15/2024,Received,2120651.94,593782.5432,2714434.483
PO-557605,SUP0003,CHN001,5/7/2024,5/23/2024,5/23/2024,Received,28999778.11,7991299.375,36991077.48
PO-514126,SUP0005,AHM001,1/4/2021,2/1/2021,2/1/2021,Received,61075084.29,16948342.18,78023426.47
PO-469483,SUP0002,PUN001,11/9/2023,11/19/2023,,Cancelled,4404879.41,1215473.525,5620352.935
PO-239010,SUP0004,CHN001,3/4/2019,3/22/2019,3/22/2019,Received,25267495.92,7023305.02,32290800.94
PO-400132,SUP0005,HYD001,8/26/2021,9/23/2021,9/23/2021,Received,11182921.03,2863550.826,14046471.86
PO-424885,SUP0008,PUN001,1/7/2021,2/2/2021,,Cancelled,33335806.55,9305514.284,42641320.83
PO-693713,SUP0008,DEL001,3/11/2023,4/6/2023,4/6/2023,Received,17497531.42,4849555.167,22347086.59
PO-488300,SUP0004,KOL001,11/2/2021,11/20/2021,11/20/2021,Received,25326714.26,7076635.895,32403350.15
PO-443460,SUP0002,CHN001,4/12/2023,4/22/2023,4/22/2023,Received,20108791.32,5417391.395,25526182.71
PO-692950,SUP0004,HYD001,10/3/2020,10/21/2020,10/21/2020,Received,20548407.51,5722053.275,26270460.78
PO-423552,SUP0001,AHM001,3/25/2024,4/13/2024,4/13/2024,Received,34137356.37,9480935.795,43618292.16
PO-221710,SUP0004,KOL001,2/9/2024,2/27/2024,3/2/2024,Received,11434140.9,3088440.612,14522581.51
PO-577623,SUP0008,PUN001,3/21/2020,4/16/2020,4/16/2020,Received,5782784.98,1594346.932,7377131.912
PO-643146,SUP0001,CHN001,6/28/2020,7/17/2020,,Cancelled,19699919.42,5417078.302,25116997.72
PO-376305,SUP0007,HYD001,11/4/2024,11/16/2024,11/16/2024,Received,930050.3,260414.084,1190464.384
PO-903200,SUP0004,PUN001,1/22/2020,2/9/2020,2/9/2020,Received,4656562.77,1299504.913,5956067.683
PO-240230,SUP0001,DEL001,8/19/2020,9/7/2020,9/7/2020,Received,4261416.56,1193196.637,5454613.197
PO-287672,SUP0004,HYD001,1/30/2021,2/17/2021,2/17/2021,Received,18786872.43,5260324.28,24047196.71
PO-582971,SUP0008,PUN001,10/31/2023,11/26/2023,11/26/2023,Received,18520887.36,5102456.706,23623344.07
PO-312253,SUP0006,AHM001,7/12/2019,7/22/2019,7/22/2019,Received,7683002.3,1965138.499,9648140.799
PO-790323,SUP0008,CHN001,2/7/2019,3/5/2019,3/5/2019,Received,2379806.32,666345.7696,3046152.09
PO-532855,SUP0001,DEL001,4/12/2020,5/1/2020,5/1/2020,Received,43702976.57,12184415.12,55887391.69
PO-467628,SUP0001,AHM001,12/21/2019,1/9/2020,1/9/2020,Received,2710575.6,758961.168,3469536.768
PO-842783,SUP0004,KOL001,12/6/2024,12/24/2024,12/24/2024,Received,830804.04,232625.1312,1063429.171
PO-964639,SUP0005,CHN001,9/10/2024,10/8/2024,10/8/2024,Received,8914973.15,2468226.022,11383199.17
PO-896150,SUP0003,HYD001,9/17/2023,10/3/2023,10/3/2023,Received,15174675.13,4164835.053,19339510.18
PO-544650,SUP0005,HYD001,8/9/2021,9/6/2021,9/6/2021,Received,16893956.33,4665402.533,21559358.86
PO-913929,SUP0004,HYD001,11/17/2021,12/5/2021,12/5/2021,Received,23535496.38,6589938.986,30125435.37
PO-681750,SUP0005,AHM001,4/17/2021,5/15/2021,5/15/2021,Received,15546641.1,4268466.094,19815107.19
PO-661717,SUP0006,HYD001,12/9/2024,12/19/2024,12/19/2024,Received,14489913.36,4037599.661,18527513.02
PO-152337,SUP0004,KOL001,7/9/2019,7/27/2019,7/27/2019,Received,26470182.17,7358566.884,33828749.05
PO-428402,SUP0008,KOL001,8/7/2019,9/2/2019,9/2/2019,Received,9406425.98,2558135.311,11964561.29
PO-819644,SUP0007,DEL001,12/28/2022,1/9/2023,1/9/2023,Received,9990934.87,2756930.405,12747865.27
PO-529458,SUP0004,HYD001,1/4/2020,1/22/2020,,Cancelled,12178044.11,3249321.474,15427365.58
PO-465734,SUP0006,KOL001,12/25/2022,1/4/2023,1/8/2023,Received,21702773.19,6041181.113,27743954.3
PO-768364,SUP0008,AHM001,7/19/2021,8/14/2021,8/14/2021,Received,56129314.62,15485508.87,71614823.49
PO-991831,SUP0003,AHM001,4/29/2019,5/15/2019,,Cancelled,1586425.57,444199.1596,2030624.73
PO-298554,SUP0005,PUN001,5/18/2019,6/15/2019,6/22/2019,Received,36711366.46,10199293.34,46910659.8
PO-277289,SUP0005,CHN001,9/4/2024,10/2/2024,10/2/2024,Received,1407316.04,394048.4912,1801364.531
PO-723849,SUP0002,HYD001,8/4/2024,8/14/2024,8/14/2024,Received,165804.37,29844.7866,195649.1566
PO-866875,SUP0007,DEL001,12/6/2020,12/18/2020,12/18/2020,Received,18770192.52,5172075.243,23942267.76
PO-897168,SUP0001,DEL001,5/18/2021,6/6/2021,6/6/2021,Received,9572215.56,2630644.064,12202859.62
PO-476416,SUP0001,KOL001,12/21/2023,1/9/2024,,Cancelled,371373.9,83928.262,455302.162
PO-695815,SUP0004,CHN001,5/21/2023,6/8/2023,6/8/2023,Received,24300654.08,6784337.234,31084991.31
PO-430783,SUP0001,PUN001,11/19/2019,12/8/2019,12/7/2019,Received,2148294.08,601522.3424,2749816.422
PO-369746,SUP0003,KOL001,2/15/2022,3/3/2022,3/3/2022,Received,989407.51,178093.3518,1167500.862
PO-142188,SUP0004,AHM001,12/31/2020,1/18/2021,1/18/2021,Received,21015068.36,5850954.416,26866022.78
PO-899370,SUP0005,HYD001,9/25/2022,10/23/2022,10/23/2022,Received,17166246.86,4437434.038,21603680.9
PO-340854,SUP0007,DEL001,9/23/2021,10/5/2021,10/3/2021,Received,13521957.03,3786147.968,17308105
PO-597974,SUP0001,HYD001,11/29/2024,12/18/2024,12/20/2024,Received,671121,187913.88,859034.88
PO-373273,SUP0008,AHM001,9/6/2019,10/2/2019,10/2/2019,Received,8878631.76,2208716.395,11087348.15
PO-774654,SUP0008,AHM001,8/21/2024,9/16/2024,9/16/2024,Received,170876.18,30757.7124,201633.8924
PO-975620,SUP0005,PUN001,10/25/2022,11/22/2022,11/22/2022,Received,22732529.55,6314974.644,29047504.19
PO-850297,SUP0006,KOL001,1/18/2021,1/28/2021,,Cancelled,21950123.54,5819916.522,27770040.06
PO-753261,SUP0007,HYD001,3/19/2024,3/31/2024,3/31/2024,Received,1743235.59,352497.5752,2095733.165
PO-801889,SUP0003,CHN001,5/2/2019,5/18/2019,5/22/2019,Received,10981784.04,2757240.279,13739024.32
PO-760300,SUP0005,KOL001,3/25/2019,4/22/2019,4/22/2019,Received,18719427.16,5060050.449,23779477.61
PO-329837,SUP0002,KOL001,3/29/2020,4/8/2020,4/8/2020,Received,5975875.97,1659846.385,7635722.355
PO-774290,SUP0007,KOL001,5/27/2024,6/8/2024,6/8/2024,Received,5876837.18,1645514.41,7522351.59
PO-904596,SUP0005,KOL001,12/19/2021,1/16/2022,1/19/2022,Received,32758511.5,9160948.902,41919460.4
PO-361867,SUP0008,DEL001,8/5/2020,8/31/2020,8/31/2020,Received,2562405.89,648685.8612,3211091.751
PO-122842,SUP0001,AHM001,11/12/2019,12/1/2019,12/1/2019,Received,1577692.17,368541.2906,1946233.461
PO-131064,SUP0006,DEL001,11/6/2020,11/16/2020,11/16/2020,Received,6910003.2,1934800.896,8844804.096
PO-796718,SUP0005,KOL001,4/28/2021,5/26/2021,,Cancelled,4298370.14,1178539.355,5476909.495
PO-184997,SUP0005,PUN001,12/16/2020,1/13/2021,1/13/2021,Received,1250069.96,225012.5928,1475082.553
PO-670835,SUP0002,CHN001,10/23/2022,11/2/2022,11/1/2022,Received,23434608.11,6486862.48,29921470.59
PO-722547,SUP0003,CHN001,9/2/2019,9/18/2019,9/18/2019,Received,15042967.34,4181309.384,19224276.72
PO-961891,SUP0008,HYD001,10/1/2020,10/27/2020,10/26/2020,Received,9909730.01,2770019.359,12679749.37
PO-958772,SUP0008,HYD001,7/5/2024,7/31/2024,7/31/2024,Received,5968178.27,1631842.095,7600020.365
PO-319080,SUP0008,AHM001,6/26/2020,7/22/2020,7/22/2020,Received,29928166.98,8159040.68,38087207.66
PO-209753,SUP0004,CHN001,5/14/2019,6/1/2019,,Cancelled,15846750.64,4437090.179,20283840.82
PO-920212,SUP0001,DEL001,6/9/2024,6/28/2024,6/28/2024,Received,7676723.22,2144564.897,9821288.117
PO-757374,SUP0001,AHM001,2/3/2024,2/22/2024,2/27/2024,Received,23106743.88,6411776.642,29518520.52
PO-382180,SUP0001,HYD001,9/1/2024,9/20/2024,9/20/2024,Received,4060372.21,1123290.414,5183662.624
PO-996392,SUP0008,AHM001,4/30/2019,5/26/2019,5/26/2019,Received,18666419.96,5196145.799,23862565.76
PO-294967,SUP0004,HYD001,11/12/2023,11/30/2023,11/30/2023,Received,41856826.43,11691640.57,53548467
PO-203438,SUP0002,HYD001,12/9/2024,12/19/2024,12/19/2024,Received,19691425.31,5311550.26,25002975.57
PO-924780,SUP0008,PUN001,8/13/2022,9/8/2022,9/8/2022,Received,246562.86,44381.3148,290944.1748
PO-126077,SUP0004,PUN001,4/21/2024,5/9/2024,5/9/2024,Received,11346447.17,3077647.814,14424094.98
PO-362408,SUP0008,AHM001,10/2/2022,10/28/2022,11/3/2022,Received,34343110.06,9593244.647,43936354.71
PO-275090,SUP0005,DEL001,11/21/2020,12/19/2020,12/19/2020,Received,12720237.69,3498663.925,16218901.62
PO-710426,SUP0003,CHN001,3/13/2021,3/29/2021,3/29/2021,Received,18707895.96,5073189.267,23781085.23
PO-309934,SUP0005,HYD001,10/24/2019,11/21/2019,11/21/2019,Received,26026681.24,7287470.747,33314151.99
PO-191091,SUP0001,KOL001,12/7/2024,12/26/2024,12/28/2024,Received,23900982.46,6692275.089,30593257.55
PO-665516,SUP0008,PUN001,4/24/2020,5/20/2020,5/20/2020,Received,4479426.51,1254239.423,5733665.933
PO-210671,SUP0008,KOL001,5/16/2022,6/11/2022,6/13/2022,Received,19891736.03,5466548.712,25358284.74
PO-204733,SUP0004,PUN001,5/6/2021,5/24/2021,5/24/2021,Received,4860428.39,1340447.173,6200875.563
PO-373759,SUP0003,DEL001,1/15/2019,1/31/2019,2/7/2019,Received,16077524.02,4425259.134,20502783.15
PO-291227,SUP0002,HYD001,6/25/2019,7/5/2019,7/5/2019,Received,8069363.52,2202542.351,10271905.87
PO-680974,SUP0008,KOL001,2/8/2019,3/6/2019,3/6/2019,Received,24169089.9,6643469.726,30812559.63
PO-254908,SUP0001,CHN001,4/29/2019,5/18/2019,,Cancelled,18658248.5,5053428.94,23711677.44
PO-851586,SUP0001,DEL001,7/13/2023,8/1/2023,8/2/2023,Received,22911339.68,6193405.637,29104745.32
PO-228765,SUP0001,CHN001,10/9/2019,10/28/2019,10/28/2019,Received,12704750.1,3339005.501,16043755.6
PO-754614,SUP0006,CHN001,8/14/2023,8/24/2023,8/24/2023,Received,265989.1,47878.038,313867.138
PO-466787,SUP0004,PUN001,7/9/2023,7/27/2023,7/27/2023,Received,20765412.95,5761672.423,26527085.37
PO-486966,SUP0002,PUN001,10/12/2020,10/22/2020,10/26/2020,Received,14234520.8,3847447.895,18081968.7
PO-742914,SUP0006,CHN001,9/16/2021,9/26/2021,,Cancelled,7129992.99,1975685.605,9105678.595
PO-889004,SUP0004,DEL001,1/12/2023,1/30/2023,1/30/2023,Received,19656384.41,5330101.231,24986485.64
PO-131348,SUP0001,DEL001,9/14/2022,10/3/2022,10/3/2022,Received,837155.75,234403.61,1071559.36
PO-374489,SUP0007,AHM001,10/31/2022,11/12/2022,,Cancelled,1189744.68,214154.0424,1403898.722
PO-501253,SUP0006,CHN001,4/3/2024,4/13/2024,4/13/2024,Received,2512668.87,674700.9136,3187369.784
PO-919387,SUP0003,DEL001,10/14/2024,10/30/2024,10/30/2024,Received,23108772.43,6438017.372,29546789.8
PO-997100,SUP0006,PUN001,10/4/2024,10/14/2024,,Cancelled,14095803.29,3892090.311,17987893.6
PO-272110,SUP0005,DEL001,3/29/2022,4/26/2022,4/26/2022,Received,24834120.04,6795611.361,31629731.4
PO-557957,SUP0007,KOL001,1/5/2021,1/17/2021,,Cancelled,21119933.48,5872543.485,26992476.97
PO-860165,SUP0006,HYD001,8/30/2023,9/9/2023,9/9/2023,Received,22733533.56,6243482.031,28977015.59
PO-682742,SUP0008,DEL001,4/8/2023,5/4/2023,5/4/2023,Received,55035209.73,15333539.94,70368749.67
PO-245532,SUP0003,CHN001,9/18/2023,10/4/2023,10/4/2023,Received,4284481.74,942033.0652,5226514.805
PO-330281,SUP0008,KOL001,6/30/2024,7/26/2024,7/26/2024,Received,1860000.01,512998.9528,2372998.963
PO-307485,SUP0006,HYD001,1/15/2020,1/25/2020,1/25/2020,Received,13210345.84,3538153.358,16748499.2
PO-242094,SUP0004,AHM001,2/18/2022,3/8/2022,3/8/2022,Received,19186499.61,5354503.487,24541003.1
PO-958621,SUP0005,DEL001,10/1/2019,10/29/2019,10/30/2019,Received,2729086.59,491235.5862,3220322.176
PO-458664,SUP0006,PUN001,4/25/2022,5/5/2022,5/5/2022,Received,8861071.37,2459259.483,11320330.85
PO-143567,SUP0002,HYD001,10/10/2020,10/20/2020,10/22/2020,Received,19310625.95,5286683.38,24597309.33
PO-758200,SUP0008,AHM001,8/16/2023,9/11/2023,9/11/2023,Received,408215.15,110456.694,518671.844
PO-876041,SUP0002,KOL001,9/27/2019,10/7/2019,10/7/2019,Received,7923395.26,2030737.572,9954132.832
PO-698732,SUP0007,AHM001,10/15/2024,10/27/2024,,Cancelled,3607830.4,782115.284,4389945.684
PO-835658,SUP0005,DEL001,7/18/2019,8/15/2019,8/15/2019,Received,30840397.91,8539373.623,39379771.53
PO-620626,SUP0001,AHM001,4/15/2022,5/4/2022,5/6/2022,Received,27207651.99,7496007.517,34703659.51
PO-523151,SUP0005,DEL001,5/12/2020,6/9/2020,6/6/2020,Received,13866432.12,3882600.994,17749033.11
PO-802375,SUP0006,HYD001,5/14/2021,5/24/2021,5/24/2021,Received,13780344.39,3787865.169,17568209.56
PO-740029,SUP0004,HYD001,2/9/2024,2/27/2024,2/27/2024,Received,3887479.93,1001443.548,4888923.478
PO-554578,SUP0007,DEL001,12/31/2019,1/12/2020,1/11/2020,Received,1848172.31,473844.4148,2322016.725
PO-500811,SUP0004,DEL001,6/29/2022,7/17/2022,7/17/2022,Received,10619899.65,2828396.802,13448296.45
PO-374855,SUP0002,KOL001,4/25/2023,5/5/2023,5/5/2023,Received,26515388.87,7378137.434,33893526.3
PO-801531,SUP0006,DEL001,10/22/2024,11/1/2024,11/1/2024,Received,10106727.84,2715939.094,12822666.93
PO-369946,SUP0005,HYD001,12/30/2024,1/27/2025,1/27/2025,Received,23452862.94,6521162.572,29974025.51
PO-771607,SUP0006,DEL001,6/4/2022,6/14/2022,6/14/2022,Received,13055304.99,3453070.342,16508375.33
PO-635940,SUP0008,CHN001,1/23/2020,2/18/2020,2/20/2020,Received,3748960.43,1049708.92,4798669.35
PO-570648,SUP0005,PUN001,1/20/2020,2/17/2020,2/17/2020,Received,10109951.84,2830786.515,12940738.36
PO-130458,SUP0001,KOL001,1/28/2023,2/16/2023,2/16/2023,Received,1317006.53,315778.6884,1632785.218
PO-691234,SUP0006,PUN001,12/28/2021,1/7/2022,,Cancelled,3357560.91,940117.0548,4297677.965
PO-503949,SUP0004,DEL001,6/9/2020,6/27/2020,,Cancelled,3384394.56,947630.4768,4332025.037
PO-918036,SUP0006,PUN001,9/3/2022,9/13/2022,9/13/2022,Received,3973433.88,1096780.39,5070214.27
PO-986463,SUP0003,CHN001,11/2/2024,11/18/2024,11/22/2024,Received,18646042.26,5187801.001,23833843.26
PO-183645,SUP0008,CHN001,10/8/2020,11/3/2020,11/3/2020,Received,2318799.6,601006.968,2919806.568
